CODE,NAME,LEVEL,PARENT_CODE,STATUS
513430,金阳县,3,513400,1
513431,昭觉县,3,513400,1
513432,喜德县,3,513400,1
513433,冕宁县,3,513400,1
513434,越西县,3,513400,1
513435,甘洛县,3,513400,1
513436,美姑县,3,513400,1
513437,雷波县,3,513400,1
520000,贵州省,1,,1
520100,贵阳市,2,520000,1
520102,南明区,3,520100,1
520103,云岩区,3,520100,1
520111,花溪区,3,520100,1
520112,乌当区,3,520100,1
520113,白云区,3,520100,1
520115,观山湖区,3,520100,1
520121,开阳县,3,520100,1
520122,息烽县,3,520100,1
520123,修文县,3,520100,1
520181,清镇市,3,520100,1
520200,六盘水市,2,520000,1
520201,钟山区,3,520200,1
520203,六枝特区,3,520200,1
520204,水城区,3,520200,1
520281,盘州市,3,520200,1
520300,遵义市,2,520000,1
520302,红花岗区,3,520300,1
520303,汇川区,3,520300,1
520304,播州区,3,520300,1
520322,桐梓县,3,520300,1
520323,绥阳县,3,520300,1
520324,正安县,3,520300,1
520325,道真仡佬族苗族自治县,3,520300,1
520326,务川仡佬族苗族自治县,3,520300,1
520327,凤冈县,3,520300,1
520328,湄潭县,3,520300,1
520329,余庆县,3,520300,1
520330,习水县,3,520300,1
520381,赤水市,3,520300,1
520382,仁怀市,3,520300,1
520400,安顺市,2,520000,1
520402,西秀区,3,520400,1
520403,平坝区,3,520400,1
520422,普定县,3,520400,1
520423,镇宁布依族苗族自治县,3,520400,1
520424,关岭布依族苗族自治县,3,520400,1
520425,紫云苗族布依族自治县,3,520400,1
520500,毕节市,2,520000,1
520502,七星关区,3,520500,1
520521,大方县,3,520500,1
520523,金沙县,3,520500,1
520524,织金县,3,520500,1
520525,纳雍县,3,520500,1
520526,威宁彝族回族苗族自治县,3,520500,1
520527,赫章县,3,520500,1
520581,黔西市,3,520500,1
520600,铜仁市,2,520000,1
520602,碧江区,3,520600,1
520603,万山区,3,520600,1
520621,江口县,3,520600,1
520622,玉屏侗族自治县,3,520600,1
520623,石阡县,3,520600,1
520624,思南县,3,520600,1
520625,印江土家族苗族自治县,3,520600,1
520626,德江县,3,520600,1
520627,沿河土家族自治县,3,520600,1
520628,松桃苗族自治县,3,520600,1
522300,黔西南布依族苗族自治州,2,520000,1
522301,兴义市,3,522300,1
522302,兴仁市,3,522300,1
522323,普安县,3,522300,1
522324,晴隆县,3,522300,1
522325,贞丰县,3,522300,1
522326,望谟县,3,522300,1
522327,册亨县,3,522300,1
522328,安龙县,3,522300,1
522600,黔东南苗族侗族自治州,2,520000,1
522601,凯里市,3,522600,1
522622,黄平县,3,522600,1
522623,施秉县,3,522600,1
522624,三穗县,3,522600,1
522625,镇远县,3,522600,1
522626,岑巩县,3,522600,1
522627,天柱县,3,522600,1
522628,锦屏县,3,522600,1
522629,剑河县,3,522600,1
522630,台江县,3,522600,1
522631,黎平县,3,522600,1
522632,榕江县,3,522600,1
522633,从江县,3,522600,1
522634,雷山县,3,522600,1
522635,麻江县,3,522600,1
522636,丹寨县,3,522600,1
522700,黔南布依族苗族自治州,2,520000,1
522701,都匀市,3,522700,1
522702,福泉市,3,522700,1
522722,荔波县,3,522700,1
522723,贵定县,3,522700,1
522725,瓮安县,3,522700,1
522726,独山县,3,522700,1
522727,平塘县,3,522700,1
522728,罗甸县,3,522700,1
522729,长顺县,3,522700,1
522730,龙里县,3,522700,1
522731,惠水县,3,522700,1
522732,三都水族自治县,3,522700,1
530000,云南省,1,,1
530100,昆明市,2,530000,1
530102,五华区,3,530100,1
530103,盘龙区,3,530100,1
530111,官渡区,3,530100,1
530112,西山区,3,530100,1
530113,东川区,3,530100,1
530114,呈贡区,3,530100,1
530115,晋宁区,3,530100,1
530124,富民县,3,530100,1
530125,宜良县,3,530100,1
530126,石林彝族自治县,3,530100,1
530127,嵩明县,3,530100,1
530128,禄劝彝族苗族自治县,3,530100,1
530129,寻甸回族彝族自治县,3,530100,1
530181,安宁市,3,530100,1
530300,曲靖市,2,530000,1
530302,麒麟区,3,530300,1
530303,沾益区,3,530300,1
530304,马龙区,3,530300,1
530322,陆良县,3,530300,1
530323,师宗县,3,530300,1
530324,罗平县,3,530300,1
530325,富源县,3,530300,1
530326,会泽县,3,530300,1
530381,宣威市,3,530300,1
530400,玉溪市,2,530000,1
530402,红塔区,3,530400,1
530403,江川区,3,530400,1
530423,通海县,3,530400,1
530424,华宁县,3,530400,1
530425,易门县,3,530400,1
530426,峨山彝族自治县,3,530400,1
530427,新平彝族傣族自治县,3,530400,1
530428,元江哈尼族彝族傣族自治县,3,530400,1
530481,澄江市,3,530400,1
530500,保山市,2,530000,1
530502,隆阳区,3,530500,1
530521,施甸县,3,530500,1
530523,龙陵县,3,530500,1
530524,昌宁县,3,530500,1
530581,腾冲市,3,530500,1
530600,昭通市,2,530000,1
530602,昭阳区,3,530600,1
530621,鲁甸县,3,530600,1
530622,巧家县,3,530600,1
530623,盐津县,3,530600,1
530624,大关县,3,530600,1
530625,永善县,3,530600,1
530626,绥江县,3,530600,1
530627,镇雄县,3,530600,1
530628,彝良县,3,530600,1
530629,威信县,3,530600,1
530681,水富市,3,530600,1
530700,丽江市,2,530000,1
530702,古城区,3,530700,1
530721,玉龙纳西族自治县,3,530700,1
530722,永胜县,3,530700,1
530723,华坪县,3,530700,1
530724,宁蒗彝族自治县,3,530700,1
530800,普洱市,2,530000,1
530802,思茅区,3,530800,1
530821,宁洱哈尼族彝族自治县,3,530800,1
530822,墨江哈尼族自治县,3,530800,1
530823,景东彝族自治县,3,530800,1
530824,景谷傣族彝族自治县,3,530800,1
530825,镇沅彝族哈尼族拉祜族自治县,3,530800,1
530826,江城哈尼族彝族自治县,3,530800,1
530827,孟连傣族拉祜族佤族自治县,3,530800,1
530828,澜沧拉祜族自治县,3,530800,1
530829,西盟佤族自治县,3,530800,1
530900,临沧市,2,530000,1
530902,临翔区,3,530900,1
530921,凤庆县,3,530900,1
530922,云县,3,530900,1
530923,永德县,3,530900,1
530924,镇康县,3,530900,1
530925,双江拉祜族佤族布朗族傣族自治县,3,530900,1
530926,耿马傣族佤族自治县,3,530900,1
530927,沧源佤族自治县,3,530900,1
532300,楚雄彝族自治州,2,530000,1
532301,楚雄市,3,532300,1
532302,禄丰市,3,532300,1
532322,双柏县,3,532300,1
532323,牟定县,3,532300,1
532324,南华县,3,532300,1
532325,姚安县,3,532300,1
532326,大姚县,3,532300,1
532327,永仁县,3,532300,1
532328,元谋县,3,532300,1
532329,武定县,3,532300,1
532500,红河哈尼族彝族自治州,2,530000,1
532501,个旧市,3,532500,1
532502,开远市,3,532500,1
532503,蒙自市,3,532500,1
532504,弥勒市,3,532500,1
532523,屏边苗族自治县,3,532500,1
532524,建水县,3,532500,1
532525,石屏县,3,532500,1
532527,泸西县,3,532500,1
532528,元阳县,3,532500,1
532529,红河县,3,532500,1
532530,金平苗族瑶族傣族自治县,3,532500,1
532531,绿春县,3,532500,1
532532,河口瑶族自治县,3,532500,1
532600,文山壮族苗族自治州,2,530000,1
532601,文山市,3,532600,1
532622,砚山县,3,532600,1
532623,西畴县,3,532600,1
532624,麻栗坡县,3,532600,1
532625,马关县,3,532600,1
532626,丘北县,3,532600,1
532627,广南县,3,532600,1
532628,富宁县,3,532600,1
532800,西双版纳傣族自治州,2,530000,1
532801,景洪市,3,532800,1
532822,勐海县,3,532800,1
532823,勐腊县,3,532800,1
532900,大理白族自治州,2,530000,1
532901,大理市,3,532900,1
532922,漾濞彝族自治县,3,532900,1
532923,祥云县,3,532900,1
532924,宾川县,3,532900,1
532925,弥渡县,3,532900,1
532926,南涧彝族自治县,3,532900,1
532927,巍山彝族回族自治县,3,532900,1
532928,永平县,3,532900,1
532929,云龙县,3,532900,1
532930,洱源县,3,532900,1
532931,剑川县,3,532900,1
532932,鹤庆县,3,532900,1
533100,德宏傣族景颇族自治州,2,530000,1
533102,瑞丽市,3,533100,1
533103,芒市,3,533100,1
533122,梁河县,3,533100,1
533123,盈江县,3,533100,1
533124,陇川县,3,533100,1
533300,怒江傈僳族自治州,2,530000,1
533301,泸水市,3,533300,1
533323,福贡县,3,533300,1
533324,贡山独龙族怒族自治县,3,533300,1
533325,兰坪白族普米族自治县,3,533300,1
533400,迪庆藏族自治州,2,530000,1
533401,香格里拉市,3,533400,1
533422,德钦县,3,533400,1
533423,维西傈僳族自治县,3,533400,1
540000,西藏自治区,1,,1
540100,拉萨市,2,540000,1
540102,城关区,3,540100,1
540103,堆龙德庆区,3,540100,1
540104,达孜区,3,540100,1
540121,林周县,3,540100,1
540122,当雄县,3,540100,1
540123,尼木县,3,540100,1
540124,曲水县,3,540100,1
540127,墨竹工卡县,3,540100,1
540200,日喀则市,2,540000,1
540202,桑珠孜区,3,540200,1
540221,南木林县,3,540200,1
540222,江孜县,3,540200,1
540223,定日县,3,540200,1
540224,萨迦县,3,540200,1
540225,拉孜县,3,540200,1
540226,昂仁县,3,540200,1
540227,谢通门县,3,540200,1
540228,白朗县,3,540200,1
540229,仁布县,3,540200,1
540230,康马县,3,540200,1
540231,定结县,3,540200,1
540232,仲巴县,3,540200,1
540233,亚东县,3,540200,1
540234,吉隆县,3,540200,1
540235,聂拉木县,3,540200,1
540236,萨嘎县,3,540200,1
540237,岗巴县,3,540200,1
540300,昌都市,2,540000,1
540302,卡若区,3,540300,1
540321,江达县,3,540300,1
540322,贡觉县,3,540300,1
540323,类乌齐县,3,540300,1
540324,丁青县,3,540300,1
540325,察雅县,3,540300,1
540326,八宿县,3,540300,1
540327,左贡县,3,540300,1
540328,芒康县,3,540300,1
540329,洛隆县,3,540300,1
540330,边坝县,3,540300,1
540400,林芝市,2,540000,1
540402,巴宜区,3,540400,1
540421,工布江达县,3,540400,1
540423,墨脱县,3,540400,1
540424,波密县,3,540400,1
540425,察隅县,3,540400,1
540426,朗县,3,540400,1
540481,米林市,3,540400,1
540500,山南市,2,540000,1
540502,乃东区,3,540500,1
540521,扎囊县,3,540500,1
540522,贡嘎县,3,540500,1
540523,桑日县,3,540500,1
540524,琼结县,3,540500,1
540525,曲松县,3,540500,1
540526,措美县,3,540500,1
540527,洛扎县,3,540500,1
540528,加查县,3,540500,1
540529,隆子县,3,540500,1
540531,浪卡子县,3,540500,1
540581,错那市,3,540500,1
540600,那曲市,2,540000,1
540602,色尼区,3,540600,1
540621,嘉黎县,3,540600,1
540622,比如县,3,540600,1
540623,聂荣县,3,540600,1
540624,安多县,3,540600,1
540625,申扎县,3,540600,1
540626,索县,3,540600,1
540627,班戈县,3,540600,1
540628,巴青县,3,540600,1
540629,尼玛县,3,540600,1
540630,双湖县,3,540600,1
542500,阿里地区,2,540000,1
542521,普兰县,3,542500,1
542522,札达县,3,542500,1
542523,噶尔县,3,542500,1
542524,日土县,3,542500,1
542525,革吉县,3,542500,1
542526,改则县,3,542500,1
542527,措勤县,3,542500,1
620000,甘肃省,1,,1
620100,兰州市,2,620000,1
620102,城关区,3,620100,1
620103,七里河区,3,620100,1
620104,西固区,3,620100,1
620105,安宁区,3,620100,1
620111,红古区,3,620100,1
620121,永登县,3,620100,1
620122,皋兰县,3,620100,1
620123,榆中县,3,620100,1
620200,嘉峪关市,2,620000,1
620300,金昌市,2,620000,1
620302,金川区,3,620300,1
620321,永昌县,3,620300,1
620400,白银市,2,620000,1
620402,白银区,3,620400,1
620403,平川区,3,620400,1
620421,靖远县,3,620400,1
620422,会宁县,3,620400,1
620423,景泰县,3,620400,1
620500,天水市,2,620000,1
620502,秦州区,3,620500,1
620503,麦积区,3,620500,1
620521,清水县,3,620500,1
620522,秦安县,3,620500,1
620523,甘谷县,3,620500,1
620524,武山县,3,620500,1
620525,张家川回族自治县,3,620500,1
620600,武威市,2,620000,1
620602,凉州区,3,620600,1
620621,民勤县,3,620600,1
620622,古浪县,3,620600,1
620623,天祝藏族自治县,3,620600,1
620700,张掖市,2,620000,1
620702,甘州区,3,620700,1
620721,肃南裕固族自治县,3,620700,1
620722,民乐县,3,620700,1
620723,临泽县,3,620700,1
620724,高台县,3,620700,1
620725,山丹县,3,620700,1
620800,平凉市,2,620000,1
620802,崆峒区,3,620800,1
620821,泾川县,3,620800,1
620822,灵台县,3,620800,1
620823,崇信县,3,620800,1
620825,庄浪县,3,620800,1
620826,静宁县,3,620800,1
620881,华亭市,3,620800,1
620900,酒泉市,2,620000,1
620902,肃州区,3,620900,1
620921,金塔县,3,620900,1
620922,瓜州县,3,620900,1
620923,肃北蒙古族自治县,3,620900,1
620924,阿克塞哈萨克族自治县,3,620900,1
620981,玉门市,3,620900,1
620982,敦煌市,3,620900,1
621000,庆阳市,2,620000,1
621002,西峰区,3,621000,1
621021,庆城县,3,621000,1
621022,环县,3,621000,1
621023,华池县,3,621000,1
621024,合水县,3,621000,1
621025,正宁县,3,621000,1
621026,宁县,3,621000,1
621027,镇原县,3,621000,1
621100,定西市,2,620000,1
621102,安定区,3,621100,1
621121,通渭县,3,621100,1
621122,陇西县,3,621100,1
621123,渭源县,3,621100,1
621124,临洮县,3,621100,1
621125,漳县,3,621100,1
621126,岷县,3,621100,1
621200,陇南市,2,620000,1
621202,武都区,3,621200,1
621221,成县,3,621200,1
621222,文县,3,621200,1
621223,宕昌县,3,621200,1
621224,康县,3,621200,1
621225,西和县,3,621200,1
621226,礼县,3,621200,1
621227,徽县,3,621200,1
621228,两当县,3,621200,1
622900,临夏回族自治州,2,620000,1
622901,临夏市,3,622900,1
622921,临夏县,3,622900,1
622922,康乐县,3,622900,1
622923,永靖县,3,622900,1
622924,广河县,3,622900,1
622925,和政县,3,622900,1
622926,东乡族自治县,3,622900,1
622927,积石山保安族东乡族撒拉族自治县,3,622900,1
623000,甘南藏族自治州,2,620000,1
623001,合作市,3,623000,1
623021,临潭县,3,623000,1
623022,卓尼县,3,623000,1
623023,舟曲县,3,623000,1
623024,迭部县,3,623000,1
623025,玛曲县,3,623000,1
623026,碌曲县,3,623000,1
623027,夏河县,3,623000,1
630000,青海省,1,,1
630100,西宁市,2,630000,1
630102,城东区,3,630100,1
630103,城中区,3,630100,1
630104,城西区,3,630100,1
630105,城北区,3,630100,1
630106,湟中区,3,630100,1
630121,大通回族土族自治县,3,630100,1
630123,湟源县,3,630100,1
630200,海东市,2,630000,1
630202,乐都区,3,630200,1
630203,平安区,3,630200,1
630222,民和回族土族自治县,3,630200,1
630223,互助土族自治县,3,630200,1
630224,化隆回族自治县,3,630200,1
630225,循化撒拉族自治县,3,630200,1
632200,海北藏族自治州,2,630000,1
632221,门源回族自治县,3,632200,1
632222,祁连县,3,632200,1
632223,海晏县,3,632200,1
632224,刚察县,3,632200,1
632300,黄南藏族自治州,2,630000,1
632301,同仁市,3,632300,1
632322,尖扎县,3,632300,1
632323,泽库县,3,632300,1
632324,河南蒙古族自治县,3,632300,1
632500,海南藏族自治州,2,630000,1
632521,共和县,3,632500,1
632522,同德县,3,632500,1
632523,贵德县,3,632500,1
632524,兴海县,3,632500,1
632525,贵南县,3,632500,1
632600,果洛藏族自治州,2,630000,1
632621,玛沁县,3,632600,1
632622,班玛县,3,632600,1
632623,甘德县,3,632600,1
632624,达日县,3,632600,1
632625,久治县,3,632600,1
632626,玛多县,3,632600,1
632700,玉树藏族自治州,2,630000,1
632701,玉树市,3,632700,1
632722,杂多县,3,632700,1
632723,称多县,3,632700,1
632724,治多县,3,632700,1
632725,囊谦县,3,632700,1
632726,曲麻莱县,3,632700,1
632800,海西蒙古族藏族自治州,2,630000,1
632801,格尔木市,3,632800,1
632802,德令哈市,3,632800,1
632803,茫崖市,3,632800,1
632821,乌兰县,3,632800,1
632822,都兰县,3,632800,1
632823,天峻县,3,632800,1
640000,宁夏回族自治区,1,,1
640100,银川市,2,640000,1
640104,兴庆区,3,640100,1
640105,西夏区,3,640100,1
640106,金凤区,3,640100,1
640121,永宁县,3,640100,1
640122,贺兰县,3,640100,1
640181,灵武市,3,640100,1
640200,石嘴山市,2,640000,1
640202,大武口区,3,640200,1
640205,惠农区,3,640200,1
640221,平罗县,3,640200,1
640300,吴忠市,2,640000,1
640302,利通区,3,640300,1
640303,红寺堡区,3,640300,1
640323,盐池县,3,640300,1
640324,同心县,3,640300,1
640381,青铜峡市,3,640300,1
640400,固原市,2,640000,1
640402,原州区,3,640400,1
640422,西吉县,3,640400,1
640423,隆德县,3,640400,1
640424,泾源县,3,640400,1
640425,彭阳县,3,640400,1
640500,中卫市,2,640000,1
640502,沙坡头区,3,640500,1
640521,中宁县,3,640500,1
640522,海原县,3,640500,1
650000,新疆维吾尔自治区,1,,1
650100,乌鲁木齐市,2,650000,1
650102,天山区,3,650100,1
650103,沙依巴克区,3,650100,1
650104,新市区,3,650100,1
650105,水磨沟区,3,650100,1
650106,头屯河区,3,650100,1
650107,达坂城区,3,650100,1
650109,米东区,3,650100,1
650121,乌鲁木齐县,3,650100,1
650200,克拉玛依市,2,650000,1
650202,独山子区,3,650200,1
650203,克拉玛依区,3,650200,1
650204,白碱滩区,3,650200,1
650205,乌尔禾区,3,650200,1
650400,吐鲁番市,2,650000,1
650402,高昌区,3,650400,1
650421,鄯善县,3,650400,1
650422,托克逊县,3,650400,1
650500,哈密市,2,650000,1
650502,伊州区,3,650500,1
650521,巴里坤哈萨克自治县,3,650500,1
650522,伊吾县,3,650500,1
652300,昌吉回族自治州,2,650000,1
652301,昌吉市,3,652300,1
652302,阜康市,3,652300,1
652323,呼图壁县,3,652300,1
652324,玛纳斯县,3,652300,1
652325,奇台县,3,652300,1
652327,吉木萨尔县,3,652300,1
652328,木垒哈萨克自治县,3,652300,1
652700,博尔塔拉蒙古自治州,2,650000,1
652701,博乐市,3,652700,1
652702,阿拉山口市,3,652700,1
652722,精河县,3,652700,1
652723,温泉县,3,652700,1
652800,巴音郭楞蒙古自治州,2,650000,1
652801,库尔勒市,3,652800,1
652822,轮台县,3,652800,1
652823,尉犁县,3,652800,1
652824,若羌县,3,652800,1
652825,且末县,3,652800,1
652826,焉耆回族自治县,3,652800,1
652827,和静县,3,652800,1
652828,和硕县,3,652800,1
652829,博湖县,3,652800,1
652900,阿克苏地区,2,650000,1
652901,阿克苏市,3,652900,1
652902,库车市,3,652900,1
652922,温宿县,3,652900,1
652924,沙雅县,3,652900,1
652925,新和县,3,652900,1
652926,拜城县,3,652900,1
652927,乌什县,3,652900,1
652928,阿瓦提县,3,652900,1
652929,柯坪县,3,652900,1
653000,克孜勒苏柯尔克孜自治州,2,650000,1
653001,阿图什市,3,653000,1
653022,阿克陶县,3,653000,1
653023,阿合奇县,3,653000,1
653024,乌恰县,3,653000,1
653100,喀什地区,2,650000,1
653101,喀什市,3,653100,1
653121,疏附县,3,653100,1
653122,疏勒县,3,653100,1
653123,英吉沙县,3,653100,1
653124,泽普县,3,653100,1
653125,莎车县,3,653100,1
653126,叶城县,3,653100,1
653127,麦盖提县,3,653100,1
653128,岳普湖县,3,653100,1
653129,伽师县,3,653100,1
653130,巴楚县,3,653100,1
653131,塔什库尔干塔吉克自治县,3,653100,1
653200,和田地区,2,650000,1
653201,和田市,3,653200,1
653221,和田县,3,653200,1
653222,墨玉县,3,653200,1
653223,皮山县,3,653200,1
653224,洛浦县,3,653200,1
653225,策勒县,3,653200,1
653226,于田县,3,653200,1
653227,民丰县,3,653200,1
654000,伊犁哈萨克自治州,2,650000,1
654002,伊宁市,3,654000,1
654003,奎屯市,3,654000,1
654004,霍尔果斯市,3,654000,1
654021,伊宁县,3,654000,1
654022,察布查尔锡伯自治县,3,654000,1
654023,霍城县,3,654000,1
654024,巩留县,3,654000,1
654025,新源县,3,654000,1
654026,昭苏县,3,654000,1
654027,特克斯县,3,654000,1
654028,尼勒克县,3,654000,1
654200,塔城地区,2,654000,1
654201,塔城市,3,654000,1
654202,乌苏市,3,654000,1
654203,沙湾市,3,654000,1
654221,额敏县,3,654000,1
654224,托里县,3,654000,1
654225,裕民县,3,654000,1
654226,和布克赛尔蒙古自治县,3,654000,1
654300,阿勒泰地区,2,654000,1
654301,阿勒泰市,3,654000,1
654321,布尔津县,3,654000,1
654322,富蕴县,3,654000,1
654323,福海县,3,654000,1
654324,哈巴河县,3,654000,1
654325,青河县,3,654000,1
654326,吉木乃县,3,654000,1
659000,自治区直辖县级行政区划,2,650000,1
659001,石河子市,3,650000,1
659002,阿拉尔市,3,650000,1
659003,图木舒克市,3,650000,1
659004,五家渠市,3,650000,1
659005,北屯市,3,650000,1
659006,铁门关市,3,650000,1
659007,双河市,3,650000,1
659008,可克达拉市,3,650000,1
659009,昆玉市,3,650000,1
659010,胡杨河市,3,650000,1
659011,新星市,3,650000,1
659012,白杨市,3,650000,1
710000,台湾省,1,,1
710100,台北市,2,710000,1
710101,松山区,3,710100,1
710102,信义区,3,710100,1
710103,大安区,3,710100,1
710104,中山区,3,710100,1
710105,中正区,3,710100,1
710106,大同区,3,710100,1
710107,万华区,3,710100,1
710108,文山区,3,710100,1
710109,南港区,3,710100,1
710110,内湖区,3,710100,1
710111,士林区,3,710100,1
710112,北投区,3,710100,1
710200,高雄市,2,710000,1
710201,盐埕区,3,710200,1
710202,鼓山区,3,710200,1
710203,左营区,3,710200,1
710204,楠梓区,3,710200,1
710205,三民区,3,710200,1
710206,新兴区,3,710200,1
710207,前金区,3,710200,1
710208,苓雅区,3,710200,1
710209,前镇区,3,710200,1
710210,旗津区,3,710200,1
710211,小港区,3,710200,1
710212,凤山区,3,710200,1
710213,林园区,3,710200,1
710214,大寮区,3,710200,1
710215,大树区,3,710200,1
710216,大社区,3,710200,1
710217,仁武区,3,710200,1
710218,鸟松区,3,710200,1
710219,冈山区,3,710200,1
710220,桥头区,3,710200,1
710221,燕巢区,3,710200,1
710222,田寮区,3,710200,1
710223,阿莲区,3,710200,1
710224,路竹区,3,710200,1
710225,湖内区,3,710200,1
710226,茄萣区,3,710200,1
710227,永安区,3,710200,1
710228,弥陀区,3,710200,1
710229,梓官区,3,710200,1
710230,旗山区,3,710200,1
710231,美浓区,3,710200,1
710232,六龟区,3,710200,1
710233,甲仙区,3,710200,1
710234,杉林区,3,710200,1
710235,内门区,3,710200,1
710236,茂林区,3,710200,1
710237,桃源区,3,710200,1
710238,那玛夏区,3,710200,1
710300,基隆市,2,710000,1
710301,中正区,3,710300,1
710302,七堵区,3,710300,1
710303,暖暖区,3,710300,1
710304,仁爱区,3,710300,1
710305,中山区,3,710300,1
710306,安乐区,3,710300,1
710307,信义区,3,710300,1
710400,台中市,2,710000,1
710401,中区,3,710400,1
710402,东区,3,710400,1
710403,南区,3,710400,1
710404,西区,3,710400,1
710405,北区,3,710400,1
710406,西屯区,3,710400,1
710407,南屯区,3,710400,1
710408,北屯区,3,710400,1
710409,丰原区,3,710400,1
710410,东势区,3,710400,1
710411,大甲区,3,710400,1
710412,清水区,3,710400,1
710413,沙鹿区,3,710400,1
710414,梧栖区,3,710400,1
710415,后里区,3,710400,1
710416,神冈区,3,710400,1
710417,潭子区,3,710400,1
710418,大雅区,3,710400,1
710419,新社区,3,710400,1
710420,石冈区,3,710400,1
710421,外埔区,3,710400,1
710422,大安区,3,710400,1
710423,乌日区,3,710400,1
710424,大肚区,3,710400,1
710425,龙井区,3,710400,1
710426,雾峰区,3,710400,1
710427,太平区,3,710400,1
710428,大里区,3,710400,1
710429,和平区,3,710400,1
710500,台南市,2,710000,1
710501,东区,3,710500,1
710502,南区,3,710500,1
710504,北区,3,710500,1
710506,安南区,3,710500,1
710507,安平区,3,710500,1
710508,中西区,3,710500,1
710509,新营区,3,710500,1
710510,盐水区,3,710500,1
710511,白河区,3,710500,1
710512,柳营区,3,710500,1
710513,后壁区,3,710500,1
710514,东山区,3,710500,1
710515,麻豆区,3,710500,1
710516,下营区,3,710500,1
710517,六甲区,3,710500,1
710518,官田区,3,710500,1
710519,大内区,3,710500,1
710520,佳里区,3,710500,1
710521,学甲区,3,710500,1
710522,西港区,3,710500,1
710523,七股区,3,710500,1
710524,将军区,3,710500,1
710525,北门区,3,710500,1
710526,新化区,3,710500,1
710527,善化区,3,710500,1
710528,新市区,3,710500,1
710529,安定区,3,710500,1
710530,山上区,3,710500,1
710531,玉井区,3,710500,1
710532,楠西区,3,710500,1
710533,南化区,3,710500,1
710534,左镇区,3,710500,1
710535,仁德区,3,710500,1
710536,归仁区,3,710500,1
710537,关庙区,3,710500,1
710538,龙崎区,3,710500,1
710539,永康区,3,710500,1
710600,新竹市,2,710000,1
710601,东区,3,710600,1
710602,北区,3,710600,1
710603,香山区,3,710600,1
710700,嘉义市,2,710000,1
710701,东区,3,710700,1
710702,西区,3,710700,1
710800,新北市,2,710000,1
710801,板桥区,3,710800,1
710802,三重区,3,710800,1
710803,中和区,3,710800,1
710804,永和区,3,710800,1
710805,新庄区,3,710800,1
710806,新店区,3,710800,1
710807,树林区,3,710800,1
710808,莺歌区,3,710800,1
710809,三峡区,3,710800,1
710810,淡水区,3,710800,1
710811,汐止区,3,710800,1
710812,瑞芳区,3,710800,1
710813,土城区,3,710800,1
710814,芦洲区,3,710800,1
710815,五股区,3,710800,1
710816,泰山区,3,710800,1
710817,林口区,3,710800,1
710818,深坑区,3,710800,1
710819,石碇区,3,710800,1
710820,坪林区,3,710800,1
710821,三芝区,3,710800,1
710822,石门区,3,710800,1
710823,八里区,3,710800,1
710824,平溪区,3,710800,1
710825,双溪区,3,710800,1
710826,贡寮区,3,710800,1
710827,金山区,3,710800,1
710828,万里区,3,710800,1
710829,乌来区,3,710800,1
710900,桃园市,2,710000,1
710901,桃园区,3,710900,1
710902,中坜区,3,710900,1
710903,平镇区,3,710900,1
710904,八德区,3,710900,1
710905,杨梅区,3,710900,1
710906,大溪区,3,710900,1
710907,芦竹区,3,710900,1
710908,大园区,3,710900,1
710909,龟山区,3,710900,1
710910,龙潭区,3,710900,1
710911,新屋区,3,710900,1
710912,观音区,3,710900,1
710913,复兴区,3,710900,1
712200,宜兰县,2,710000,1
712201,宜兰市,3,712200,1
712221,罗东镇,3,712200,1
712222,苏澳镇,3,712200,1
712223,头城镇,3,712200,1
712224,礁溪乡,3,712200,1
712225,壮围乡,3,712200,1
712226,员山乡,3,712200,1
712227,冬山乡,3,712200,1
712228,五结乡,3,712200,1
712229,三星乡,3,712200,1
712230,大同乡,3,712200,1
712231,南澳乡,3,712200,1
712400,新竹县,2,710000,1
712401,竹北市,3,712400,1
712421,竹东镇,3,712400,1
712422,新埔镇,3,712400,1
712423,关西镇,3,712400,1
712424,湖口乡,3,712400,1
712425,新丰乡,3,712400,1
712426,芎林乡,3,712400,1
712427,横山乡,3,712400,1
712428,北埔乡,3,712400,1
712429,宝山乡,3,712400,1
712430,峨眉乡,3,712400,1
712431,尖石乡,3,712400,1
712432,五峰乡,3,712400,1
712500,苗栗县,2,710000,1
712501,苗栗市,3,712500,1
712502,头份市,3,712500,1
712521,苑里镇,3,712500,1
712522,通霄镇,3,712500,1
712523,竹南镇,3,712500,1
712525,后龙镇,3,712500,1
712526,卓兰镇,3,712500,1
712527,大湖乡,3,712500,1
712528,公馆乡,3,712500,1
712529,铜锣乡,3,712500,1
712530,南庄乡,3,712500,1
712531,头屋乡,3,712500,1
712532,三义乡,3,712500,1
712533,西湖乡,3,712500,1
712534,造桥乡,3,712500,1
712535,三湾乡,3,712500,1
712536,狮潭乡,3,712500,1
712537,泰安乡,3,712500,1
712700,彰化县,2,710000,1
712701,彰化市,3,712700,1
712702,员林市,3,712700,1
712721,鹿港镇,3,712700,1
712722,和美镇,3,712700,1
712723,线西乡,3,712700,1
712724,伸港乡,3,712700,1
712725,福兴乡,3,712700,1
712726,秀水乡,3,712700,1
712727,花坛乡,3,712700,1
712728,芬园乡,3,712700,1
712730,溪湖镇,3,712700,1
712731,田中镇,3,712700,1
712732,大村乡,3,712700,1
712733,埔盐乡,3,712700,1
712734,埔心乡,3,712700,1
712735,永靖乡,3,712700,1
712736,社头乡,3,712700,1
